SI,Title,Type,Authors,ISBN,ISBN13,Publication Year,Publisher,Category,Call No,Location,Subject,Series,Edition,Year,Description,Tags,Num Pages,Place
MK3ZMKSG,Inventing impressionism: Paul Durand-Ruel and the modern art market,Books,0,1-85709-584-7,,2015,National Gallery Company,,IMPRESSIONISM,London,"History; 19th century; France; Impressionism (Art); Exhibitions; Painting, Modern; Art dealers; Biography Exhibitions; Durand-Ruel, Paul; Galerie Durand-Ruel",,,2015,,,303,
A8AKNBWI,Louis Comfort Tiffany: artist for the ages,Books,"Johnson, Marilynn",1-85759-384-7,,2005,Scala Publishers Ltd,,ARTIST - T,London,"Exhibitions; Tiffany, Louis Comfort",,,2005,,,240,
VLKLP7VU,"Frameworks: form, function & ornament in European portrait frames",Books,"Mitchell, Paul; Roberts, Lynn",1-85894-037-0,,1996,P. Mitchell in association with Merrell Holberton,,GENERAL METHODS/TECHNIQUES,London,"Catalogs; Themes, motives; Europe; Portrait frames; Portrait painting, European; Wood-carving",,,1996,,,480,
WFNNQ86Z,Degas to Matisse: impressionist and modern masterworks,Books,0,1-85894-117-2,,2000,Merrell in association with the Phillips Collection ; Distributed in the USA and Canada by Rizzoli International Publications through St. Martin's Press,,IMPRESSIONISM--P,"London ; Washington, D.C. : New York","19th century; 20th century; Art; Art collections; Art, Modern; Collectors and collecting History; Detroit Institute of Arts; Exhibitions; Michigan Detroit; Modernism (Art); Phillips Collection; Phillips, Duncan; Private collections; Tannahill, Robert",,,2000,,,144,
FT46HJBI,Edward Weston: a legacy,Books,"Weston, Edward; Danly, Susan; Smith, Jessica Todd; Spaulding, Jonathan; Watts, Jennifer A.; Henry E.",1-85894-206-3,,2003,Merrell,,ARTIST - W,London,"Exhibitions; Photography, Artistic; Weston, Edward; Henry E. Huntington Library and Art Gallery; Photograph collections",,,2003,,,288,
SPANBUHK,"Fierce Friends: Artists and Animals, 1750-1900",Books,"Lippincott, Louise and Bluhm",1-85894-300-0,,2005,Merrell Publishers Ltd,,CMoA CATALOGUE,,0,,,2005,,,,
IUJXSRPZ,"René Magritte: paintings, drawings, sculpture: May 11-June 30, 1990",Books,"Magritte, René; Pace Gallery",1-878283-07-3,,1990,Pace Gallery,,Artist M,New York,"Exhibitions; Magritte, René",,,1990,,,1,
HLQPKIDF,"Willem De Kooning, Jean Dubuffet: the women: November 30, 1990-January 5, 1991",Books,"De Kooning, Willem; Dubuffet, Jean; Glimcher, Mildred; Pace Gallery",1-878283-12-X,,1990,Pace Gallery,,ARTIST - D,New York,"De Kooning, Willem; Dubuffet, Jean; Exhibitions; Women in art",,,1990,,,29,
GXWJH5PL,"Picasso and drawing: April 28-June 2, 1995",Books,"Picasso, Pablo; Rose, Bernice",1-878283-50-2,,1995,PaceWildenstein,,ARTIST - P,New York,"Exhibitions; Picasso, Pablo",,,1995,,,119,
5RMUS7TG,Elizabeth Murray: Recent Paintings,Books,"Simon, Joan",1-878283-70-7,,1997,PaceWildenstein,,ARTIST - M,,0,,,1997,,,,
AVPJK2S2,"The body and the object: Ann Hamilton, 1984-1996",Books,"Hamilton, Ann; Wexner Center for the Arts",1-881390-13-6,,1996,"Wexner Center for the Arts, Ohio State University",,ARTIST - H,"Columbus, Ohio","Exhibitions; Hamilton, Ann; Installations (Art)",,,1996,,,90,
DZHDE756,"Collecting in the Gilded Age: art patronage in Pittsburgh, 1890-1910",Books,"Weisberg, Gabriel P.; McIntosh, DeCourcy E.; McQueen, Alison; Frick Art & Historical Center",1-881403-03-3,,1997,Frick Art & Historical Center ; Distributed by University Press of New England,,AMERICAN,"Pittsburgh, Pa. : Hanover",History; 19th century; Exhibitions; 20th century; Painting; Private collections; Pennsylvania Pittsburgh; Art patronage,,,1997,,,428,
NTJIWPEA,The Floating World Revisited,Books,"Jenkins, Donald",1-883124-02-6,,1993,Portland Art Museum,,JAPANESE,,0,,,1993,,,,
X7S443FI,Unfaded pageant: Edwin Austin Abbey's Shakespearean subjects: from the Yale University Art Gallery and other collections,Books,"Oakley, Lucy; Abbey, Edwin Austin; Wallach Art Gallery",1-884919-00-6,,1994,"Miriam and Ira D. Wallach Art Gallery, Columbia University ; Distributed by the University of Washington Press",,ARTIST-A,New York : [Seattle],"Abbey, Edwin Austin; Exhibitions; Illustrations Exhibitions; Shakespeare, William",,,1994,,,100,
V7SLTEIK,An International Legacy: Selections from the Carnegie Museum of Art,Books,"Conkelton, Sheryl and Thomas",1-885444-27-3,,2003,Carnegie Museum of Art,,CMoA CATALOGUE,,0,,,2003,,,,
JBRYXS8Z,In the making: creative options for contemporary art,Books,"Weintraub, Linda",1-891024-59-0,,2003,D.A.P./Distributed Art Publishers,,MODERN,New York,"20th century; United States; Artists; Interviews; Art, American",,1st ed,2003,,,415,
N67PTBGT,Pollock matters,Books,0,1-892850-13-3,,2007,"McMullen Museum of Art, Boston College ; Distributed by the University of Chicago Press",,ARTIST - P,"Chestnut Hill, MA] : [Chicago","Exhibitions; 20th century; Painting; United States; Art, Abstract; Abstract expressionism; Expositions; Krasner, Lee; Matter, Herbert; Matter, Mercedes; Pollock, Jackson",,,2007,,,178,
IE8DY6VJ,"Donald Judd: 50 x 100 x 50, 100 x 100 x 50: anodized aluminum, brass, copper, stainless steel, plexiglass, plywood, Cor-ten steel: October 18-November 16, 2002",Books,"Judd, Donald; Shiff, Richard; PaceWildenstein (Firm)",1-930743-18-1,,2002,PaceWildenstein,,ARTIST - J,"New York, NY","Exhibitions; Judd, Donald",,,2002,,,52,
2ZQEN8AV,"Robert Ryman: new paintings: October 11-November 9, 2002",Books,"Ryman, Robert; Bois, Yve-Alain; PaceWildenstein (Firm)",1-930743-19-X,,2002,Pacewildenstein,,ARTIST - R,"New York, NY","Exhibitions; Ryman, Robert; White in art",,,2002,,,42,
BKPSABKP,Bridget Riley: Recent Paintings,Books,"Shiff, Richard",1-930743-37-8,,2004,PaceWildenstein,,ARTIST - R,,0,,,2004,,,,
ZTT59ULZ,"Broken Screen: 26 Conversations with Doug Aitken: Expanding the Image, Breaking the Narrative",Books,"Aitken, Doug",1-933045-26-4,,2006,Distributed Art Publishers Inc,,VIDEO,,0,,,2006,,,,
YKCQIUM3,Face value: American portraits,Books,"De Salvo, Donna M.; Berger, Maurice; Parrish Art Museum; Tampa Museum of Art; Wexner Center for the ",2-08-013597-X,,1995,Parrish Art Museum ; Flammarion,,MODERN,"Southampton, N.Y. : Paris ; New York","Exhibitions; 20th century; Portraits, American; Self-portraits, American",,,1995,,,128,
HMZ9EPHG,"Monet, water lilies: the complete series",Books,"Rey, Jean Dominique; Rouart, Denis",2-08-030076-8,,2008,Flammarion : Distributed in North America by Rizzoli International Pub,,ARTIST - M,Paris,"Catalogues raisonnés; Monet, Claude; Water lilies in art",,English-language ed,2008,,,159,
N6H89RIT,American Painting: The 20th Century,Books,"Rose, Barbara",2-605-00308-6,,1995,BookKing International,,AMERICAN,,0,,,1995,,,,
38AJ8VGH,A visit to Giverny,Books,"Kemp, Gérald van der; Monet, Claude",2-85495-043-7,,1996,Art Lys,,ARTIST - M,Versailles,"France; In art; Biography; Painters; France Giverny; Gardens; Homes and haunts; Monet, Claude; Giverny (France)",,,1996,,,77,
NM5PKHFF,"Magiciens de la terre: Centre Georges Pompidou, Musée national d'art moderne, La Villette, la Grande Halle",Books,0,2-85850-498-9,,1989,Editions du Centre Pompidou,,MODERN,Paris,"Exhibitions; 20th century; Art, Modern",,,1989,,,271,
UAWFTB85,"Robert Indiana: rétrospective 1958-1998: 26 juin-22 novembre 1998 = June 26-November 22, 1998, Musée d'art moderne et d'art contemporain, Nice",Books,"Indiana, Robert; Musée d'art moderne et d'art contemporain (Nice, France)",2-9512920-0-7,,1998,GS Éditions,,ARTIST - I,Nice,"Exhibitions; United States; Indiana, Robert; Pop art",,,1998,,,325,
EJ3W5ED8,"Morozov, Shchukin: the collectors: Monet to Picasso: 120 masterpieces from the Hermitage, St. Petersburg, and the Pushkin Museum, Moscow",Books,0,3-7701-3312-9,,1993,Bild-Kunst,,MODERN,Bonn,"19th century; Exhibitions; 20th century; Art collections; Gosudarstvennyĭ Ėrmitazh (Russia); Gosudarstvennyĭ muzeĭ izobrazitelʹnykh iskusstv imeni A.S. Pushkina; Morozov, Ivan Abramovich; Painting, European; Shchukin, Sergeĭ Ivanovich",,,1993,,,441,
YGTZPT92,The age of modernism: art in the 20th century,Books,0,3-7757-0682-8,,1997,Hatje Verlag,,MODERN,Stuttgart,"Exhibitions; 20th century; Art, Modern; Modernism (Art)",,,1997,,,672,
UL3CEU5X,Carnegie International: 1988,Books,Carnegie Museum of Art,3-7913-0875-0,,1988,Carnegie Museum of Art,,CI CATALOG,,0,,,1988,,,,
LJLFB8EM,Childe Hassam: American impressionist,Books,"Hiesinger, Ulrich W.; Hassam, Childe; Jordan-Volpe Gallery",3-7913-1364-9,,1994,Prestel,,ARTIST - H,Munich ; New York,"Impressionism (Art); Exhibitions; United States; Hassam, Childe",,,1994,,,191,
UBZ75CI9,Monolithic architecture,Books,0,3-7913-1609-5,,1995,Prestel,,CMoA CATALOGUE,Munich ; New York,"Exhibitions; 20th century; Exhibition catalogs; 1900-1999; Architecture, Modern; Bouwkunst; Gevels; Postmodernisme",,,1995,,,173,
IVLHBAUS,"African art from the Han Coray Collection: 1916-1928: Völkerkundemuseum, University of Zurich",Books,0,3-7913-1904-3,,1998,Prestel,,AFRICAN,Munich ; New York,"Exhibitions; Art collections Exhibitions; Africa, Sub-Saharan; Coray, Han; Private collections Exhibitions; Sculpture; Sculpture, Black; Switzerland Zurich; Universität Zürich; Völkerkundemuseum",,,1998,,,260,
7ESFYXLX,Africa: the art of a continent,Books,0,3-7913-2004-1,,1999,Prestel,,AFRICAN,Munich ; New York,"Exhibitions; Art, African",,,1999,,,615,
ENJ4TEYM,Understanding installation art: from Duchamp to Holzer,Books,"Rosenthal, Mark",3-7913-2984-7,,2003,Prestel,,MODERN,Munich ; New York,Installations (Art),,,2003,,,95,
GUVPX6CJ,"See the music, hear the dance: rethinking African art at the Baltimore Museum of Art",Books,0,3-7913-3036-5,,2004,Prestel,,AFRICAN,Munich ; New York,"Catalogs; Art, African; Masks, African; Sculpture, African",,,2004,,,301,
VF2ZT5JL,Ernst Ludwig Kirchner: imaginary travels,Books,"Kirchner, Ernst Ludwig; Beisiegel, Katharina; Beisiegel, Katharina; Dolz, Silvia; Grisebach, Lucius;",3-7913-5756-5,,2018,Prestel,,Artist K,"Munich, Germany ; London, England ; New York, New York","Exhibitions; 20th century; Germany; Criticism and interpretation; Themes, motives; Avant-garde (Aesthetics); Exhibition catalogs; Brücke (Artists' group); Expressionism (Art); Kirchner, Ernst Ludwig; Male artists; Nude in art",,,2018,,,367,
3BD92IQD,Claude Monet: 1840-1926 A Feast for the Eyes,Books,Sagner-Duchting,3-8228-0541-6,,1992,Benedikt Taschen Verlag,,ARTIST - M,,0,,,1992,,,,
GM8NQKMU,Renoir: Painter of Happiness 1841-1919,Books,"Neret, Gilles",3-8228-5876-5,,2001,Taschen,,ARTIST - R,,0,,,2001,,,,
SIMRIDMC,Art at the turn of the millennium,Books,0,3-8228-7393-4,,1999,Taschen,,MODERN,Köln ; New York,"20th century; Art, Modern; Catalogs",,,1999,,,575,
DXM9EKSX,What great paintings say,Books,"Hagen, Rose-Marie; Hagen, Rainer",3-8228-8270-4,,1993,Taschen,,GENERAL APPRECIATION/CRITICISM,Köln ; New York,"Painting; Appreciation; Painting, European",,Original ed,1993,,,2,
96N4NAN4,"Frida Kahlo, 1907-1954: pain and passion",Books,"Kettenmann, Andrea; Kahlo, Frida",3-8228-9636-5,,1993,Benedikt Taschen,,ARTIST - K,Köln,"Biography; Painters; Kahlo, Frida; Mexico; Symbolism in art",Basic art series,,1993,,,96,
42YD6JVA,"Claude Monet, 1840-1926: capturing the ever-changing face of reality",Books,"Heinrich, Christoph; Monet, Claude",3-8365-0399-9,,2015,Taschen,,ARTIST - M,"Los Angeles, CA","France; Impressionism (Art); Biography; Painters; Monet, Claude",Basic art series 2.0,,2015,,,95,
IZUZLEBQ,Expressionism,Books,"Wolf, Norbert; Grosenick, Uta",3-8365-0528-2,,2015,Taschen,,MODERN,"Köhn, Germany",Expressionism (Art),Basic art series 2.0,,2015,,,95,
LV8HH59Q,"Paul Cézanne, 1839-1906: pioneer of modernism",Books,"Becks-Malorny, Ulrike; Cézanne, Paul",3-8365-3017-1,,2016,Taschen,,ARTIST - C,Köln,"France; Biography; Painters; Cézanne, Paul",Basic art series 2.0,English edition,2016,,,95,
B8T95A39,Jeff Wall: space and vision,Books,"Wall, Jeff; Chevrier, Jean-François; Friedel, Helmut; Städtische Galerie im Lenbachhaus München",3-88814-837-5,,1996,Schirmer/Mosel,,ARTIST - W,München,"Exhibitions; Photography, Artistic; Wall, Jeff",,,1996,,,91,
94KKNLN7,Stephan Balkenhol: sculptures and drawings,Books,"Benezra, Neal David; Balkenhol, Stephan; Hirshhorn Museum and Sculpture Garden; Montreal Museum of F",3-89322-770-9,,1995,"Hirshhorn Museum and Sculpture Garden, Smithsonian Institution in association with Cantz Publishers, Stuttgart",,ARTIST-B,"Washington, D.C","Balkenhol, Stephan; Exhibitions; Germany; Polychromy",,,1995,,,83,
PPD3YUKS,Sean Scully: the Catherine paintings,Books,"Scully, Sean; Kunsthalle Bielefeld",3-89322-785-7,,1995,Die Kunsthalle ; Cantz,,ARTIST - S,Bielefeld : Ostfildern,"Exhibitions; Scully, Sean",,,1995,,,90,
J5ECDL76,"A Living Theatre: Salzburger Kunstverein June 3-July 18, 1999",Books,0,3-901264-22-1,,1999,Salzburger Kunstverein,,CI CATALOG,,0,,,1999,,,,
HAUNTR8H,"Unheimliche Heimat: Henry Koerner, 1915-1991",Books,"Koerner, Henry; Koerner, Joseph Leo; Österreichische Galerie",3-901508-05-8,,1997,Österreichische Galerie Belvedere,,Artist K,Wien,"Exhibitions; Koerner, Henry","Wechselausstellung der Österreichischen Galerie Belvedere, Wien",,1997,,,149,
MFHJZLJY,Roy Lichtenstein,Books,"Lichtenstein, Roy; Cowart, Jack; Fondation Beyeler",3-905632-02-0,,1998,Fondation Beyeler,,Artist L,Basel,"Exhibitions; Lichtenstein, Roy",,,1998,,,120,
4YJA7E5R,The love of painting: genealogy of a success medium,Books,"Graw, Isabelle; Dunphy, Niamh",3-95679-251-3,,2018,Sternberg Press,,GENERAL -APPRECIATION/CRITICISM,Berlin,History; Painting,,,2018,,,363,
QHRQYTJR,"The mystery of painting: Ellen Gallagher, Toba Khedoori, Karen Kilimnik, Udomsak Krisanamis, Sarah Morris, Chris Ofili, Laura Owens, Lari Pittman, Neo Rauch, Matthew Ritchie",Books,0,3-9805267-9-8,,2001,Sammlung Goetz,,MODERN,München,"Exhibitions; 20th century; Painting, Modern",,,2001,,,191,
BXKHVVVR,A basic guide to the Prado,Books,"Buendía, J. Rogelio",84-85041-22-4,,1979,Silex,,CATALOGUE,Madrid,Museo del Prado,,,1979,,,293,
FL2A265F,Motherwell,Books,"Motherwell, Robert; Torrente, Ramon; Saura i Martí, Salvador; Fundació Antoni Tàpies; Museo Nacional",84-88786-13-1,,1996,Fundació Antoni Tàpies,,ARTIST - M,Barcelona,"Exhibitions; United States; Abstract expressionism; Motherwell, Robert",,,1996,,,319,
8MZWJDBE,Mario Merz Domenico Bianchi,Books,"Tatarella, Angiolla Fillipponio",88-7757-186-1,,2004,Hopeful Monster,,ARTIST - M,,0,,,2004,,,,
ZPNZ2DYX,Baselitz,Books,"Baselitz, Georg; Eccher, Danilo; Bologna (Italy)",88-8158-118-3,,1997,Charta,,ARTIST-B,Milano,"Baselitz, Georg; Exhibitions",,,1997,,,217,
CC7HZ4XA,"Arte povera in collezione: Arte povera in collection / [exhibition and catalogue edited by Ida Gianelli with the collaboration of Marcella Beccaria, Giorgio Verzotti]",Books,0,88-8158-316-X,,2000,Charta,,MODERN,Milano,Exhibitions; Arte povera,,,2000,,,317,
N8F9M5YH,Alex Katz: the sixties,Books,"Katz, Alex; Gute, Charles; Schwabsky, Barry; PaceWildenstein (Firm)",88-8158-593-6,,2006,Charta,,Artist K,Milano,"Exhibitions; 2006; Exhibition catalogs; Expositions; Katz, Alex; New York (N.Y.)",,,2006,,,94,
6VVMW2WU,"Still-life paintings from the Netherlands, 1550-1720",Books,"Chong, Alan; Brusati, Celeste; Kloek, W. Th; Cleveland Museum of Art; Rijksmuseum (Netherlands)",90-400-9317-2,,1999,Waanders Publishers,,EUROPEAN - NORTHERN,Zwolle,"Catalogs; 18th century; 17th century; 16th century; Still-life painting, Dutch",,,1999,,,319,
CPK946UP,ID: An international survey on the notion of identity in contemporary art,Books,"Debbaut, Jan et al",90-70149-59-1,,1996,Stedelijk Van Abbemuseum,,MODERN,,0,,,1996,,,,
YNJ3SLFH,William Kentridge,Books,"Christov-Bakargiev, Carolyn; Kentridge, William",90-74816-09-6,,1998,Société des Expositions du Palais des Beaux-Arts,,Artist K,Bruxelles,"Exhibitions; Kentridge, William",,,1998,,,191,
KJYC7E2Q,Linnea in Monet's garden,Books,"Björk, Christina; Anderson, Lena; Monet, Claude",91-29-58314-4,,1987,"R. & S. Books ; Farrar, Straus and Giroux [distributor]",,ARTIST - M,Stockholm ; New York : New York,"France; Painters; Artists; Biography Juvenile literature; Juvenile literature; France Giverny; Gardens; Homes and haunts; Monet, Claude",,1st American ed,1987,,,52,
C8ZTYERK,Delphi and Olympia,Books,"Holmberg, Erik John",91-85058-92-0,,1979,P. Åström,,ANCIENT,Gothenburg,ANCIENT - GREEK; Delphi (Extinct city); Olympia (Greece : Ancient sanctuary),Studies in Mediterranean archaeology : Pocket-book,,1979,,,133,
JITSQY32,British Figurative Painting of the 20th Century,Books,"Zalmona, Yigal",965-278-123-1,,1992,"The Israel Musem, Jerusalem",,MODERN,,0,,,1992,,,,
BEA7K543,Ways of Seeing,Books,"Berger, John",,978-0-14-013515-2,1977,,,GENERAL - APPRECIATION/CRITICISM,,0,,,1977,,,,
M5SKY3HM,Design in the USA,Books,"Meikle, Jeffrey L.",,978-0-19-284219-0,2005,,,DECORATIVE ARTS,,0,,,2005,,,,
JK4N2AGM,Northern Renaissance art,Books,"Nash, Susie",,978-0-19-284269-5,2008,,,Renaissance,New York,"Art, Renaissance; Art, Northern European; Europe, Northern",Oxford history of art,,2008,,,354,
BSIYE5FX,Augustus Saint-Gaudens in the Metropolitan Museum of Art,Books,0,,978-0-300-15188-6,2009,,,ARTIST - S,New York : New Haven,"Exhibitions; New York (State) New York; Saint-Gaudens, Augustus; Sculpture; Metropolitan Museum of Art (New York, N.Y.)",,,2009,,,80,
EMUEAKZH,"History of design: decorative arts and material culture, 1400-2000",Books,0,,978-0-300-19614-6,2013,,,Decorative Arts,New York : New Haven,History; Decorative arts; ART / Reference; DESIGN / Decorative Arts; HISTORY / World,,,2013,,,698,
VGQNXRN7,"Warm flesh, cold marble: Canova, Thorvaldsen, and their critics",Books,"Bindman, David",,978-0-300-19789-1,2014,,,Artist-C,New Haven,"Aesthetics; ART / European; ART / History / Baroque & Rococo; ART / Sculpture & Installation; Art criticism; Canova, Antonio; Europe; History; Kant, Immanuel; Thorvaldsen, Bertel",,,2014,,,219,
96BY39X8,John Singer Sargent & Chicago's Gilded Age,Books,0,,978-0-300-23297-4,2018,,,ARTIST - S,"Chicago, Illinois","History; 19th century; Exhibitions; 20th century; Painting; Illinois Chicago; Art and society; Appreciation; ART / Collections, Catalogs, Exhibitions / General; ART / History / Modern (late 19th Century to 1945); ART / Individual Artists / Monographs",,First edition,2018,,,224,
